
ID	Name	Nation(s)	Sport(s)	Era	
104989	Elvan Abeylegesse	TUR	ATH	2004—2008	
121240	Janet Achola	UGA	ATH	2012	
122879	Malika Akkaoui	MAR	ATH	2012—2016	
115234	Anna Alminova	RUS	ATH	2008	
131022	Rababe Arafi	MAR	ATH	2016	
120167	Abeba Aregawi	ETH	ATH	2012	
115239	Meskerem Assefa	ETH	ATH	2008—2012	
104999	Courtney Babcock	CAN	ATH	2004	
131763	Meraf Bahta	SWE	ATH	2016	
124803	Mimi Belete	BRN	ATH	2012—2016	
131218	Saraswati Bhattarai	NEP	ATH	2016	
128948	Jenny Blundell	AUS	ATH	2010—2016	
115213	Celma Bonfim	STP	ATH	2008—2016	
109513	Tatyana Borisova	KGZ	ATH	2004	
123714	Zoe Buckman	AUS	ATH	2012—2016	
120194	Gamze Bulut	TUR	ATH	2012	
115228	Gelete Burka	ETH	ATH	2008—2016	
114455	Aslı Çakır	TUR	ATH	2008—2012	
125265	Tereza Čapková	CZE	ATH	2012	
88254	Bouchra Chaabi	MAR	ATH	2000—2008	
130898	Nancy Chepkwemoi	KEN	ATH	2016	
88362	Lidia Chojecka	POL	ATH	2000—2008	
131363	Angelika Cichocka	POL	ATH	2016	
129755	Muriel Coneo	COL	ATH	2016	
115230	Lisa Corrigan	AUS	ATH	2008	
109523	Alina Cucerzan	ROU	ATH	2004	
89115	Shayne Culpepper	USA	ATH	2000—2004	
109510	Hind Déhiba	FRA	ATH	2004	
83317	Veerle Dejaeghere	BEL	ATH	2000—2016	
125785	Betlhem Desalegn Belayneh	UAE	ATH	2012—2016	
115232	Lisa Dobriskey	GBR	ATH	2008—2012	
67120	Marta Domínguez	ESP	ATH	1996—2012	
115229	Erin Donohue	USA	ATH	2008	
109507	Carmen Douma-Hussar	CAN	ATH	2004	
67366	Kutre Dulecha	ETH	ATH	1996—2004	
109519	Konstantina Efedaki	GRE	ATH	2004—2008	
115235	Sylwia Ejdys	POL	ATH	2008	
109520	Malindi Elmore	CAN	ATH	2004	
124068	Hannah England	GBR	ATH	2012	
131380	Sofia Ennaoui	POL	ATH	2016	
109504	Latifa Essarokh	FRA	ATH	2004	
83229	Silvia Felipo	AND	ATH	2000—2004	
86806	Nuría Fernández	ESP	ATH	2000—2012	
131426	Marta Freitas	POR	ATH	2016	
109517	Iris Fuentes-Pila	ESP	ATH	2004—2008	
129376	Tigist Gashaw	BRN	ATH	2016	
109521	Jasminka Guber	BIH	ATH	2004	
109524	Elena Guerra	URU	ATH	2004	
128951	Linden Hall	AUS	ATH	2016	
131265	Nikki Hamblin	NZL	ATH	2016	
125739	Corinna Harrer	GER	ATH	2012	
131130	Sifan Hassan	NED	ATH	2016	
115220	Siham Hilali	MAR	ATH	2008—2016	
104965	Lucia Hrivnák Klocová	SVK	ATH	2004—2016	
87123	Mardrea Hyman	JAM	ATH	2000—2008	
88415	Elena Iagăr	ROU	ATH	2000—2004	
88365	Anna Jakubczak	POL	ATH	2000—2008	
83264	Sarah Jamieson	AUS	ATH	2000—2008	
109508	Wioletta Janowska-Frankiewicz	POL	ATH	2004—2008	
75634	Helena Javornik	SLO	ATH	1996—2004	
115224	Irene Jelagat	KEN	ATH	2008	
115236	René Kalmer	RSA	ATH	2008—2012	
125479	Tuğba Karakaya	TUR	ATH	2012	
115227	Viola Kibiwot	KEN	ATH	2008—2012	
130315	Konstanze Klosterhalfen	GER	ATH	2014—2016	
109525	Kanchi Maya Koju	NEP	ATH	2004	
121224	Nataliya Koreyvo	BLR	ATH	2012	
131125	Maureen Koster	NED	ATH	2016	
114410	Yekaterina Kostetskaya	RUS	ATH	2008—2012	
130899	Viola Lagat	KEN	ATH	2016	
115225	Btissam Lakhouad	MAR	ATH	2008—2012	
124650	Gladys Landaverde	ESA	ATH	2012	
109522	Meskerem Legesse	ETH	ATH	2004	
115238	Liu Qing	CHN	ATH	2008	
131475	Anjelina Nadai Lohalith	ROT	ATH	2016	
126031	Isabel Macías	ESP	ATH	2012	
130589	Ciara Mageean	IRL	ATH	2016	
130639	Margherita Magnani	ITA	ATH	2016	
132018	Brenda Martinez	USA	ATH	2016	
109516	Maria Martins	FRA	ATH	2004	
131846	Nelia Martins	TLS	ATH	2014—2016	
120586	Yekaterina Martynova	RUS	ATH	2012	
123722	Kaila McKnight	AUS	ATH	2012	
115221	Hanna Mishchenko	UKR	ATH	2008—2012	
129885	Kadra Mohamed	DJI	ATH	2014—2016	
130211	Laura Muir	GBR	ATH	2016	
122179	Marina Munćan	SRB	ATH	2012	
109511	Nelia Neporadna	UKR	ATH	2004	
86934	Helen Pattinson-Clitheroe	GBR	ATH	2000—2008	
86935	Jo Pavey	GBR	ATH	2000—2016	
131488	Florina Pierdevară	ROU	ATH	2016	
109491	Trine Pilskog	NOR	ATH	2004	
122105	Renata Pliś	POL	ATH	2012	
86827	Natalia Rodríguez	ESP	ATH	2000—2012	
115237	Sonja Roman	SLO	ATH	2008—2012	
115233	Shannon Rowbury	USA	ATH	2008—2016	
89163	Marla Runyan	USA	ATH	2000—2004	
74904	Carla Sacramento	POR	ATH	1992—2004	
130031	Besu Sado	ETH	ATH	2016	
126289	Eliane Saholinirina	MAD	ATH	2012—2016	
104951	Agnes Samaria	NAM	ATH	2004—2008	
120284	Chancel Ilunga Sankuru	COD	ATH	2012	
115226	Susan Scott	GBR	ATH	2008	
130032	Dawit Seyaum	ETH	ATH	2016	
122556	Anzhelika Shevchenko	UKR	ATH	2012	
125164	Genzeb Shumi	BRN	ATH	2012	
109506	Sloan Siegrist	GUM	ATH	2004	
122700	Nicole Sifuentes	CAN	ATH	2012—2016	
129408	Gabriela Stafford	CAN	ATH	2016	
122704	Hilary Stellingwerff	CAN	ATH	2012—2016	
130310	Diana Sujew	GER	ATH	2016	
121088	Eunice Sum	KEN	ATH	2012—2016	
109505	Mestawat Tadesse	ETH	ATH	2004	
131693	Amela Terzić	SRB	ATH	2016	
115231	Domingas Togna	GBS	ATH	2008	
109503	Carrie Tollefson	USA	ATH	2004	
109518	Nahida Touhami	ALG	ATH	2004—2008	
86933	Hayley Tullett	GBR	ATH	2000—2004	
115222	Stephanie Twell	GBR	ATH	2008—2016	
126789	Morgan Uceny	USA	ATH	2012	
131365	Danuta Urbanik	POL	ATH	2016	
126179	Lucy Van Dalen-Oliver	NZL	ATH	2012—2016	
109512	Judit Varga	HUN	ATH	2004	
75955	Letitia Vriesde	SUR	ATH	1988—2004	
124093	Laura Weightman	GBR	ATH	2012—2016	
115223	Christy Wurth-Thomas	USA	ATH	2008	
88929	Olga Yegorova	RUS	ATH	2000—2004	
109515	Nataliya Yevdokimova	RUS	ATH	2004	
83380	Daniela Yordanova	BUL	ATH	2000—2004	
109514	Sumaira Zahoor	PAK	ATH	2004	
