ID	Name	Nation(s)	Sport(s)	Era	
106614	Nicolas Aïssat	FRA	ATH	2004	
86834	Berhanu Alemu	ETH	ATH	2000—2004	
114613	Belal Mansoor Ali	BRN	ATH	2008—2012	
134256	Alex Amankwah	GHA	ATH	2016	
121222	Anis Ananenko	BLR	ATH	2012	
133636	Daniel Andújar	ESP	ATH	2016	
124976	Manuel Antonio	ANG	ATH	2012	
106633	Ramil Aritkulov	RUS	ATH	2004	
133632	Álvaro de Arriba	ESP	ATH	2016	
135599	Andrés Arroyo	PUR	ATH	2016	
120282	Yerzhan Askarov	KGZ	ATH	2012	
106616	Mohamed Al-Azemi	KUW	ATH	2004—2012	
124790	Musaeb Abdulrahman Balla	QAT	ATH	2012—2016	
106634	Ali Mohamed Al-Balooshi	UAE	ATH	2004	
115301	Onalenna Baloyi	BOT	ATH	2008	
133237	Alex Beddoes	COK	ATH	2016	
106599	Nazar Begliyev	TKM	ATH	2004	
132270	Amine Belferar	ALG	ATH	2016	
134587	Giordano Benedetti	ITA	ATH	2016	
115328	Yassine Bensghir	MAR	ATH	2008	
136232	Boris Berian	USA	ATH	2016	
135639	Yiech Pur Biel	ROT	ATH	2016	
88439	Dmitry Bogdanov	RUS	ATH	2000—2008	
132470	Peter Bol	AUS	ATH	2016	
125928	Pierre-Ambroise Bosse	FRA	ATH	2012—2016	
122022	Andreas Bube	DEN	ATH	2012—2016	
75776	André Bucher	SUI	ATH	1996—2004	
122934	Moussa Camara	MLI	ATH	2012	
115297	Thomas Chamney	IRL	ATH	2008	
88255	Mouhssin Chehibi	MAR	ATH	2000—2008	
120278	Antony Chemut	KEN	ATH	2012	
115317	Abraham Chepkirwok	UGA	ATH	2008	
106620	Kondwani Chiwina	MAW	ATH	2004	
106624	Selahattin Çobanoğlu	TUR	ATH	2004	
126814	Edgar Cortez	NCA	ATH	2012	
115315	Aunese Curreen	SAM	ATH	2008	
115305	Paweł Czapiewski	POL	ATH	2008	
106637	Abdal Salam Al-Dabaji	PLE	ATH	2004	
115320	Kléberson Davide	BRA	ATH	2008—2016	
83348	Glody Dube	BOT	ATH	2000—2004	
134502	Mark English	IRL	ATH	2010—2016	
123888	Benjamín Enzema	GEQ	ATH	2012—2016	
125342	Brice Etès	MON	ATH	2012—2016	
106604	David Fiegen	LUX	ATH	2004	
132649	Antoine Gakeme	BDI	ATH	2016	
133970	Elliot Giles	GBR	ATH	2016	
115310	Andy González	CUB	ATH	2008—2012	
106626	Andy Grant	VIN	ATH	2004	
135061	Charles Grethen	LUX	ATH	2016	
135063	Abdelati El-Guesse	MAR	ATH	2016	
134993	Musa Hajdari	KOS	ATH	2016	
120241	Geoff Harris	CAN	ATH	2012	
65096	Arthémon Hatungimana	BDI	ATH	1996—2004	
135608	Abubaker Haydar	QAT	ATH	2016	
64295	Adem Hecini	ALG	ATH	1996—2004	
106596	René Herms	GER	ATH	2004	
89063	Ivan Heshko	UKR	ATH	2000—2008	
132278	Yassine Hethat	ALG	ATH	2016	
115318	Jakub Holuša	CZE	ATH	2008—2016	
106601	Fadrique Iglesias	BOL	ATH	2004—2008	
134308	Josh Ilustre	GUM	ATH	2016	
89177	Erkinzhon Isakov	UZB	ATH	2000—2004	
106618	Joeri Jansen	BEL	ATH	2004	
136236	Charles Jock	USA	ATH	2016	
134424	Jinson Johnson	IND	ATH	2016	
106607	Jonathan Johnson	USA	ATH	2004	
106619	Moise Joseph	HAI	ATH	2004—2012	
115300	Abubaker Kaki Khamis	SUD	ATH	2008—2012	
106639	Youssef Saad Kamel	BRN	ATH	2004—2008	
134719	Sho Kawamoto	JPN	ATH	2016	
121881	Tamás Kazi	HUN	ATH	2012	
120099	Kieng Samorn	CAM	ATH	2012	
134873	Alfred Kipketer	KEN	ATH	2016	
106636	Sherridan Kirk	TTO	ATH	2004	
106615	Mikhail Kolganov	KAZ	ATH	2004	
115307	Vitalij Kozlov	LTU	ATH	2008	
122000	Adam Kszczot	POL	ATH	2012—2016	
106621	Amine Laâlou	MAR	ATH	2004—2012	
106629	Florent Lacasse	FRA	ATH	2004	
124404	Abdulaziz Ladan	KSA	ATH	2012	
115329	Mikko Lahtio	FIN	ATH	2008	
115326	Boaz Lalang	KEN	ATH	2008	
115322	Robert Lathouwers	NED	ATH	2008—2012	
106606	Lê Văn Dương Lê	VIE	ATH	2004	
106597	Lee Jae-Hun	KOR	ATH	2004	
115327	Marcin Lewandowski	POL	ATH	2008—2016	
115306	Li Xiangyu	CHN	ATH	2008	
87100	Andrea Longo	ITA	ATH	2000—2004	
126030	Kevin López	ESP	ATH	2012—2016	
