ID	Name	Nation(s)	Sport(s)	Era	
121996	Seun Adigun	NGR	ATH/BOB	2012—2018	
124561	Odile Ahouanwanou	BEN	ATH	2012	
131229	Oluwatobiloba Amusan	NGR	ATH	2016	
114899	Aleksandra Antonova	RUS	ATH	2008	
114903	Yenima Arencibia	CUB	ATH	2008	
114909	Toyin Augustus	NGR	ATH	2008	
114913	Aleesha Barber	TTO	ATH	2008	
75593	Eunice Barber	FRA SLE	ATH	1992—2004	
129127	Kierre Beckles	BAR	ATH	2016	
125410	Eline Berings	BEL	ATH	2012	
114910	Jeimmy Bernárdez	HON	ATH	2008—2012	
130080	Cindy Billaud	FRA	ATH	2016	
114895	Miriam Bobková	SVK	ATH	2008	
105324	Kirsten Bolm	GER	ATH	2004	
114900	Fadwa Al-Bouza	SYR	ATH	2008	
124323	Marzia Caravelli	ITA	ATH	2012—2016	
114892	Micol Cattaneo	ITA	ATH	2008	
114897	Damu Cherry	USA	ATH	2008	
105319	Sarah Claxton	GBR	ATH	2004—2008	
83384	Marie-Joëlle Conjungo	CAF	ATH	2000—2004	
114907	Tatyana Dektyareva	RUS	ATH	2008—2012	
65657	Svetla Dimitrova	BUL	ATH	1988—2004	
114896	Vonette Dixon	JAM	ATH	2008	
122932	Rahamatou Dramé	MLI	ATH	2012	
130327	Pamela Dutkiewicz	GER	ATH	2016	
87117	Delloreen Ennis-London	JAM	ATH	2000—2008	
114915	Dedeh Erawati	INA	ATH	2008	
86987	Nadine Faustin-Parker	HAI	ATH	2000—2008	
83391	Perdita Felicien	CAN	ATH	2000—2004	
86873	Linda Ferga-Khodadin	FRA	ATH	2000—2004	
123216	Lina Flórez	COL	ATH	2012	
114916	Fatmata Fofanah	GUI	ATH	2008	
87118	Brigitte Foster-Hylton	JAM	ATH	2000—2012	
120684	Yekaterina Galitskaya	RUS	ATH	2012	
72212	Lacena Golding-Clarke	JAM	ATH	1996—2004	
88975	Naide Gomes	POR STP	ATH	2000—2008	
130091	Sandra Gomis	FRA	ATH	2016	
105309	Nadine Hentschke	GER	ATH	2004	
130326	Nadine Hildebrand	GER	ATH	2016	
123968	Nikkita Holder	CAN	ATH	2012—2016	
126014	LaVonne Idlette	DOM	ATH	2012	
129800	Andrea Ivančević	CRO	ATH	2016	
114908	Nataliya Ivoninskaya	KAZ	ATH	2008—2012	
130479	Mulern Jean	HAI	ATH	2016	
124450	Jeong Hye-Rim	KOR	ATH	2012	
129935	Caridad Jerez	ESP	ATH	2016	
114905	Lolo Jones	USA	ATH/BOB	2008—2014	
105308	Jenny Kallur	SWE	ATH	2004	
105311	Susanna Kallur	SWE	ATH	2004—2016	
120228	Ivanique Kemp	BAH	ATH	2012	
132200	Valentina Kibalnikova	UZB	ATH	2016	
120890	Ayako Kimura	JPN	ATH	2012	
121488	Marthe Koala	BUR	ATH	2012—2016	
114902	Yuliya Kondakova	RUS	ATH	2008—2012	
105310	Mariya Koroteyeva	RUS	ATH	2004	
131372	Karolina Kołeczek	POL	ATH	2010—2016	
105316	Nataliya Kresova-Rusakova	RUS	ATH	2004—2012	
105306	Céline Laporte	SEY	ATH	2004	
105305	Irina Lenskiy	ISR	ATH	2004	
131338	Yvette Lewis	PAN	ATH	2016	
66735	Aliuska López	CUB ESP	ATH	1992—2004	
105313	Maíla Machado	BRA	ATH	2004—2016	
123208	Brigith Merlano	COL	ATH	2012—2016	
129224	Fabiana Morães	BRA	ATH	2016	
130061	Nooralotta Neziri	FIN	ATH	2016	
114898	Carolin Nytra	GER	ATH	2008—2012	
105320	Derval O'Rourke	IRL	ATH	2004—2012	
130201	Cindy Ofili	GBR	ATH	2016	
105321	Reïna-Flor Okori	GEQ FRA	ATH	2004—2016	
125236	Rosvitha Okou	CIV	ATH	2012	
122882	Bibiana Olama	GEQ	ATH	2012	
114890	Josephine Onyia	ESP	ATH	2008	
120130	Silvia Panguana	MOZ	ATH	2010—2012	
131243	Isabelle Pedersen	NOR	ATH	2016	
130449	Elisavet Pesiridou	GRE	ATH	2016	
114912	Anastasiya Pilipenko	KAZ	ATH	2008—2016	
131934	Hanna Plotitsyna	UKR	ATH	2016	
114894	Yekaterina Poplavskaya	BLR	ATH	2008—2016	
126898	Tiffany Porter	GBR	ATH	2012—2016	
121910	Dipna Lim Prasad	SGP	ATH	2012	
121307	Lecabela Quaresma	STP	ATH	2012	
131455	Jasmine Quinn	PUR	ATH	2016	
88246	Rosa Rakotozafy	MAD	ATH	2000—2004	
73272	Nicole Ramalalanirina	FRA MAD	ATH	1992—2004	
131724	Clélia Rard-Reuse	SUI	ATH	2016	
105312	Flora Rendoumi	GRE	ATH	2004—2008	
89021	Tricia Roberts	THA	ATH	2000—2004	
125808	Cindy Roleder	GER	ATH	2012—2016	
125832	Beate Schrott	AUT	ATH	2012—2016	
129165	Katy Sealy	BIZ	ATH	2016	
129118	Pedrya Seymour	BAH	ATH	2016	
105322	Irina Shevchenko	RUS	ATH	2004	
131949	Oksana Shkurat	UKR	ATH	2016	
130726	Megan Simmonds	JAM	ATH	2010—2016	
105325	Lucie Škrobákova-Martincová	CZE	ATH	2004—2012	
114914	Yevheniya Snihur	UKR	ATH	2008	
126486	Anastasiya Soprunova	KAZ	ATH	2012	
105304	Juliane Sprenger-Afflerbach	GER	ATH	2004	
105314	Su Yiping	CHN	ATH	2004	
122529	Sun Yawei	CHN	ATH	2012	
121253	Alina Talay	BLR	ATH	2012—2016	
122442	Sonata Tamošaitytė	LTU	ATH	2012	
105303	Anay Tejeda	CUB	ATH	2004—2008	
125776	Marina Tomić	SLO	ATH	2012	
105317	Aurelia Trywiańska-Kollasch	POL	ATH	2004—2008	
114904	Edit Vári	HUN	ATH	2008	
131127	Nadine Visser	NED	ATH	2016	
114906	Christina Vukicevic	NOR	ATH	2008	
105307	Angela Whyte	CAN	ATH	2004—2016	
127137	Shermaine Williams	JAM	ATH	2012—2016	
114921	Nickiesha Wilson	JAM	ATH	2008—2016	
129555	Wu Shuijiao	CHN	ATH	2016	
114891	Nevin Yanıt	TUR	ATH	2008—2012	
131951	Olena Yanovska	UKR	ATH	2016	
126427	Anne Zagré	BEL	ATH	2012—2016	
114384	Jessica Zelinka	CAN	ATH	2008—2012	
