ID	Name	Nation(s)	Sport(s)	Era	
114536	Daniel Grueso	COL	ATH	2008	
114559	Desislav Gunev	BUL	ATH	2008	
134407	Sudirman Hadi	INA	ATH	2016	
105461	Khalil Al-Hanahneh	JOR	ATH	2004—2008	
105477	Harmon Harmon	COK	ATH	2004	
132634	Shavez Hart	BAH	ATH	2016	
125145	Barakat Al-Harthi	OMA	ATH	2012—2016	
136128	Jak Ali Harvey	TUR	ATH	2016	
133004	Akeem Haynes	CAN	ATH	2016	
114577	Gordon Heather	COK	ATH	2008	
107802	Anson Henry	CAN	ATH	2004—2008	
114543	Andrew Hinds	BAR	ATH	2008	
114564	Dmytro Hlushchenko	UKR	ATH	2008	
114576	Jack Howard	FSM	ATH	2008	
105480	John Howard	FSM	ATH	2004—2012	
114557	Hu Kai	CHN	ATH	2008	
124347	Kemar Hyman	CAY	ATH	2012—2016	
132973	Mohamed Fakhri Ismail	BRU	ATH	2016	
120232	Lucas Jakubczyk	GER	ATH	2012—2016	
105498	Xavier James	BER	ATH	2004	
87124	Pat Jarrett	JAM	ATH	2000—2004	
83265	Patrick Johnson	AUS	ATH	2000—2004	
135855	Ishmail Kamara	SLE	ATH	2016	
105682	Moses Kamut	VAN	ATH	2004—2008	
114565	Calvin Kang	SGP	ATH	2008	
133952	Kitson Kapiriel	FSM	ATH	2016	
66847	Prodromos Katsantonis	CYP	ATH	1996—2004	
120184	Mohan Khan	BAN	ATH	2012	
134923	Kim Kuk-Young	KOR	ATH	2016	
120092	Devilert Arsene Kimbembe	CGO	ATH	2012	
134726	Yoshihide Kiryu	JPN	ATH	2016	
121527	Gérard Kobéané	BUR	ATH	2012	
133229	Wilfried Koffi	CIV	ATH	2016	
105488	Alexander Kosenkow	GER	ATH	2004—2012	
114537	Dariusz Kuć	POL	ATH	2008—2012	
114571	Lai Chun Ho	HKG	ATH	2008—2012	
120662	BJ Lawrence	SKN	ATH	2012—2016	
124810	Mosito Lehata	LES	ATH	2012—2016	
132319	Hermenegildo Leite	ANG	ATH	2016	
125942	Christophe Lemaître	FRA	ATH	2012—2016	
114545	Jared Lewis	VIN	ATH	2008	
105458	Mark Lewis-Francis	GBR	ATH	2004	
83352	Vicente de Lima	BRA	ATH	2000—2008	
124636	Miguel López	PUR	ATH	2012	
125371	Joseph Andy Lui	TGA	ATH	2012	
124512	Fernando Lumain	INA	ATH	2012	
83398	Nicolas Macrozonaris	CAN	ATH	2000—2004	
105489	Francis Manioru	SOL	ATH	2004—2008	
66850	Anninos Markoullidis	CYP	ATH	1996—2004	
105487	Churandy Martina	NED AHO	ATH	2004—2016	
105474	Jarbas Mascarenhas Júnior	BRA	ATH	2004	
135019	Emmanuel Matadi	LBR	ATH	2016	
114542	Martial Mbandjock	FRA	ATH	2008	
121104	Ben Youssef Meïté	CIV	ATH	2012—2016	
114562	Obinna Metu	NGR	ATH	2008—2012	
114553	Youssouf Mhadjou	COM	ATH	2008	
114552	Lukáš Milo	CZE	ATH	2008	
121615	Jidou El-Moctar	MTN	ATH	2012—2016	
134996	Abdullah Abkar Mohammed	KSA	ATH	2016	
125076	Isidro Montoya	COL	ATH	2012	
114550	José Carlos Moreira	BRA	ATH	2008	
105490	Filipo Muller	TGA	ATH	2004	
136494	Gabriel Mvumvure	ZIM	ATH	2016	
82641	Leo Myles-Mills	GHA	ATH	2000—2004	
83228	Kelsey Nakanelua	ASA	ATH	2000—2004	
105462	Kakianako Nariki	KIR	ATH	2004	
105457	Yazaldes Nascimento	STP	ATH	2004	
114546	Rabangaki Nawai	KIR	ATH	2008	
114580	Franklin Nazareno	ECU	ATH	2008	
114567	Reginaldo Ndong	GEQ	ATH	2008	
105459	Roland Németh	HUN	ATH	2004	
123376	Marek Niit	EST	ATH	2012	
70661	Eric Nkansah	GHA	ATH	1996—2004	
124536	Tavevele Noa	TUV	ATH	2012	
88370	Marcin Nowak	POL	ATH	2000—2008	
70664	Christian Nsiah	GHA	ATH	1996—2004	
66626	Aimé-Issa Nthépé	CMR FRA	ATH	1996—2008	
74042	Francis Obikwelu	NGR POR	ATH	1996—2008	
135291	Seye Ogunlewe	NGR	ATH	2016	
135611	Femi Ogunode	QAT	ATH	2016	
114548	Ghyd Olonghot	CGO	ATH	2008	
88953	Matic Osovnikar	SLO	ATH	2000—2008	
122872	Aziz Ouhadi	MAR	ATH	2012—2016	
66593	Éric Pacôme N'Dri	CIV	ATH	1996—2004	
114574	Rolando Palacios	HON	ATH	2008—2016	
135192	Riste Pandev	MKD	ATH	2016	
107803	Darvis Patton	USA	ATH	2004—2012	
122726	Gerald Phiri	ZAM	ATH	2012—2016	
105486	Phouk Sopheak	CAM	ATH	2004	
114535	Craig Pickering	GBR	ATH	2008	
105472	Ronald Pognon	FRA	ATH	2004—2012	
105456	Poh Seng Song	SGP	ATH	2004	
105482	Asafa Powell	JAM	ATH	2004—2016	
83299	Teymur Qasımov	AZE	ATH	2000—2004	
125807	Julian Reus	GER	ATH	2012—2016	
65617	Édson Ribeiro	BRA	ATH	1996—2004	
114551	Ángel David Rodríguez	ESP	ATH	2008—2012	
121548	Jason Rogers	SKN	ATH	2012—2016	
120236	Arturo Rojas	BOL	ATH	2010—2012	
115063	Jamial Rolle	BAH	ATH	2008—2016	
105483	Joshua Ross	AUS	ATH	2004—2012	
134916	John Ruuka	KIR	ATH	2016	
135106	Hassan Saaid	MDV	ATH	2016	
105465	Sultan Saeed	MDV	ATH	2004	
134259	Sean Safo-Antwi	GHA	ATH	2016	
105473	Jaysuma Saidy Ndure	NOR
GAM	ATH	2004—2016	
105466	Juan Sainfleur	DOM	ATH	2004	
122410	Rytis Sakalauskas	LTU	ATH	2012	
114555	Shanahan Sanitoa	ASA	ATH	2008	
114569	Su Wai'bou Sanneh	GAM	ATH	2008—2012	
83327	Idrissa Sanou	BUR	ATH	2000—2008	
132778	Vítor Hugo dos Santos	BRA	ATH	2016	
83406	Moumi Sébergué	CHA	ATH	2000—2008	
115041	Amru Seoud	EGY	ATH	2008—2012	
105481	Mohammad Shamsuddin	BAN	ATH	2004	
114560	Ali Shareef	MDV	ATH	2008	
132449	Isaac Silafau	ASA	ATH	2016	
65539	André da Silva	BRA	ATH	1992—2004	
135668	Akani Simbine	RSA	ATH	2016	
135191	Richson Simeon	MHL	ATH	2016	
120929	Kilakone Siphonexay	LAO	ATH	2012	
114558	Abdullah Al-Sooli	OMA	ATH	2008	
115050	Rondel Sorrillo	TTO	ATH	2008—2016	
83356	Cláudio Sousa	BRA	ATH	2000—2004	
66293	Kareem Streete-Thompson	CAY	ATH	1992—2004	
122521	Su Bingtian	CHN	ATH	2012—2016	
88144	Shingo Suetsugu	JPN	ATH	2000—2008	
134466	Hassan Taftian	IRI	ATH	2016	
120673	Nooa Takooa	KIR	ATH	2010—2012	
114566	Jesse Tamangrow	PLW	ATH	2008	
121005	Rodman Teltull	PLW	ATH	2010—2016	
122107	Tilak Ram Tharu	NEP	ATH	2010—2012	
114534	Jurgen Themen	SUR	ATH	2008—2016	
86967	Georgios Theodoridis	GRE	ATH	2000—2004	
87130	Dwight Thomas	JAM	ATH	2000—2008	
65090	Obadele Thompson	BAR	ATH	1996—2004	
114541	Richard Thompson	TTO	ATH	2008—2016	
136155	Etimoni Timuani	TUV	ATH	2016	
114581	Okilani Tinilau	TUV	ATH	2008	
114539	Aisea Tohi	TGA	ATH	2008	
114561	Souksavanh Tonsacktheva	LAO	ATH	2008	
72648	Hiroyasu Tsuchie	JPN	ATH	1996—2004	
114578	Naoki Tsukahara	JPN	ATH	2008	
120071	Patrick Tuara	COK	ATH	2012	
105485	Lamin Tucker	SLE	ATH	2004	
133964	Chijindu Ujah	GBR	ATH	2016	
105511	Tobias Unger	GER	ATH	2004—2012	
114570	Sandro Viana	BRA	ATH	2008—2012	
125951	Jimmy Vicaut	FRA	ATH	2012—2016	
89096	Heber Viera	URU	ATH	2000—2008	
114532	Henry Vizcaíno	CUB	ATH	2008	
124386	Chris Meke Walasi	SOL	ATH	2012	
122257	Justyn Warner	CAN	ATH	2012	
134312	Darrell Wesh	HAI	ATH	2016	
114544	Suryo Wibowo	INA	ATH	2008	
87135	Chris Williams	JAM	ATH	2000—2008	
121530	Courtney Williams	VIN	ATH	2012	
120225	Paul Williams	GRN	ATH	2012	
114579	Simeon Williamson	GBR	ATH	2008	
105469	Peppie de Windt	ARU	ATH	2004	
88305	Christie van Wyk	NAM	ATH	2000—2004	
120211	Xie Zhenye	CHN	ATH	2010—2016	
120814	Ryota Yamagata	JPN	ATH	2012—2016	
88197	Salem Mubarak Al-Yami	KSA	ATH	2000—2004	
135849	Timothee Yap	SGP	ATH	2016	
121369	Gary Yeo	SGP	ATH	2012	
105464	Andrey Yepishin	RUS	ATH	2004—2008	
132265	Abdul Wahab Zahiri	AFG	ATH	2016	
70682	Abdul Aziz Zakari	GHA	ATH	1996—2008	
115070	Zhang Peimeng	CHN	ATH	2008—2016	
