ID	Name	Nation(s)	Sport(s)	Era	
105494	Carlos Abaunza	NCA	ATH	2004	
114575	Ruslan Abbasov	AZE	ATH	2008	
114572	Mohamed Abu Abdullah	BAN	ATH	2008	
135449	Mohammed Abukhousa	PLE	ATH	2016	
121852	Idrissa Adam	CMR	ATH	2012	
121550	Antoine Adams	SKN	ATH	2012—2016	
121368	Azneem Ahmed	MDV	ATH	2012	
132639	Masbah Ahmmed	BAN	ATH	2016	
105491	Souhalia Alamou	BEN	ATH	2004	
126960	J'maal Alexander	IVB	ATH	2010—2012	
89032	Nico Alexander	TTO	ATH	2000—2004	
123324	Liaqat Ali	PAK	ATH	2012	
74009	Deji Aliu	NGR	ATH	1996—2004	
123437	Nilson André	BRA	ATH	2008—2012	
105470	Chamleunesouk Ao-Oudomphonh	LAO	ATH	2004	
72432	Nobuharu Asahara	JPN	ATH	1996—2008	
134691	Nickel Ashmeade	JAM	ATH	2016	
114568	Derrick Atkins	BAH	ATH	2008—2012	
105471	Masoud Azizi	AFG	ATH	2004—2012	
105492	Daniel Bailey	ANT	ATH	2004—2016	
126090	Ryan Bailey	USA	ATH	2012	
121678	Jeremy Bascom	GUY	ATH	2012	
83439	Joseph Batangdon	CMR	ATH	2000—2004	
105493	Gian Nicola Berardi	SMR	ATH	2004	
135020	Jahvid Best	LCA	ATH	2016	
135197	Luke Bezzina	MLT	ATH	2016	
105500	Wilfried Bingangoye	GAB	ATH	2004—2016	
120717	Yohan Blake	JAM	ATH	2012—2016	
115511	Keston Bledman	TTO	ATH	2008—2016	
115040	Solomon Bockarie-Bayoh	NED SLE	ATH	2008—2016	
76907	Ato Boldon	TTO	ATH	1992—2004	
105512	Usain Bolt	JAM	ATH	2004—2016	
114538	Béranger Bosse	CAF	ATH	2008—2012	
136255	Marvin Bracy	USA	ATH	2016	
87044	Paul Brizzel	IRL	ATH	2000—2004	
136269	Trayvon Bromell	USA	ATH	2016	
126061	Aaron Brown	CAN	ATH	2012—2016	
107800	Darrel Brown	TTO	ATH	2004—2008	
132965	Kemarley Brown	BRN	ATH	2016	
83389	Pierre Browne	CAN	ATH	2000—2008	
135673	Henricho Bruintjies	RSA	ATH	2016	
88296	Stéphane Buckland	MRI	ATH	2000—2008	
89036	Marc Burns	TTO	ATH	2000—2012	
88444	Sergey Bychkov	RUS	ATH	2000—2004	
134703	Aska Cambridge	JPN	ATH	2016	
68938	Darren Campbell	GBR	ATH	1996—2004	
114533	Fabio Cerutti	ITA	ATH	2008—2012	
86911	Dwain Chambers	GBR	ATH	2000—2012	
105455	Chen Haijian	CHN	ATH	2004	
88203	Gennady Chernovol	KAZ	ATH	2000—2004	
86989	Chiang Wai Hung	HKG	ATH	2000—2004	
121228	Rachid Chouhal	MLT	ATH	2012	
105478	Łukasz Chyła	POL	ATH	2004—2008	
121076	Fabrice Coiffic	MRI	ATH	2012	
75584	Kim Collins	SKN	ATH	1996—2016	
105496	Simone Collio	ITA	ATH	2004—2012	
105467	Shawn Crawford	USA	ATH	2004—2008	
114540	Roman Cress	MHL	ATH	2008	
114554	Danny D'Souza	SEY	ATH	2008	
120975	Christopher da Costa	STP	ATH	2012	
114547	Holder da Silva	GBS	ATH	2008—2016	
134306	Mohamed Lamine Dansoko	GUI	ATH	2016	
124065	James Dasaolu	GBR	ATH	2012—2016	
133005	Andre De Grasse	CAN	ATH	2016	
105497	Eddy de Lépine	FRA	ATH	2004	
83253	Paul Di Bella	AUS	ATH	2000—2004	
114563	Walter Dix	USA	ATH	2008	
66685	Hadhari Djaffar	COM	ATH	1996—2004	
105479	Gábor Dobos	HUN	ATH	2004	
83207	Caimin Douglas	NED AHO	ATH	2000—2008	
66574	Ahmed Douhou	CIV FRA	ATH	1996—2004	
105475	Adrian Durant	ISV	ATH	2004	
114556	Tyrone Edgar	GBR	ATH	2008	
122003	Ogho-Oghene Egwero	NGR	ATH	2012—2016	
124067	James Ellington	GBR	ATH	2012—2016	
88324	Uchenna Emedolu	NGR	ATH	2000—2008	
122004	Peter Emelieze	NGR	ATH	2012	
120813	Masashi Eriguchi	JPN	ATH	2012	
120146	Elama Fa'atonu	ASA	ATH	2012	
107796	Olusoji Fasuba	NGR	ATH	2004—2008	
105468	Diego Ferreira	PAR	ATH	2004	
136042	Siueni Filimone	TGA	ATH	2016	
132958	Andrew Fisher	BRN	ATH	2016	
105476	Nabie Foday Fofanah	GUI	ATH	2004—2008	
114573	Samuel Francis	QAT	ATH	2008	
125364	Warren Fraser	BAH	ATH	2012	
105495	Michael Frater	JAM	ATH	2004—2012	
73682	Frankie Fredericks	NAM	ATH/IOC	1992—2012	
86920	Jason Gardener	GBR	ATH	2000—2004	
123310	Timi Garstang	MHL	ATH	2012	
105463	Justin Gatlin	USA	ATH	2004—2016	
101952	Sébastien Gattuso	MON	ATH/BOB	2002—2014	
114549	Tyson Gay	USA	ATH	2008—2016	
120192	Adam Gemili	GBR	ATH	2012—2016	
122832	Reza Ghasemi	IRI	ATH	2012—2016	
105460	Darren Gilford	MLT	ATH	2004	
121363	Ramon Gittens	BAR	ATH	2012—2016	
132326	Cejhae Greene	ANT	ATH	2016	
89129	Maurice Greene	USA	ATH	2000—2004	
132629	Adrian Griffith	BAH	ATH	2016	
