
ID	Name	Nation(s)	Sport(s)	Era	
88941	Amy Mbacké Thiam	SEN	ATH	2000—2012	
105044	Sandrine Thiébaud-Kangni	TOG	ATH	2004—2008	
114832	Tsholofelo Thipe	RSA	ATH	2008—2016	
105038	Egle Uljas	EST	ATH	2004	
105041	Svetlana Usovich	BLR	ATH	2004—2012	
130448	Eirini Vasileiou	GRE	ATH	2016	
126016	Marlena Wesh	HAI	ATH	2012	
105033	Estie Wittstock	RSA	ATH	2004	
122142	Patrycja Wyciszkiewicz	POL	ATH	2012—2016	
126815	Ingrid Yahoska	NCA	ATH	2012	
105042	Antonina Yefremova	UKR	ATH	2004—2008	
