ID	Name	Nation(s)	Sport(s)	Era	
122699	Rachel Seaman	CAN	ATH	2012	
105363	Melanie Seeger	GER	ATH	2004—2012	
129223	Érica Sena	BRA	ATH	2016	
116965	Shi Na	CHN	ATH	2008	
124299	Olena Shumkina	UKR	ATH	2012	
116964	Tatyana Sibileva	RUS	ATH	2008	
105367	Song Hongjuan	CHN	ATH	2004	
116976	Tânia Spindler	BRA	ATH	2008	
121482	Claudia Ștef	ROU	ATH	2012—2016	
122134	Agnieszka Szwarnóg	POL	ATH	2012—2016	
129940	Júlia Takács	ESP	ATH	2016	
128957	Rachel Tallent	AUS	ATH	2016	
130030	Askale Tiksa	ETH	ATH	2016	
72695	Svetlana Tolstaya	KAZ	ATH	1996—2008	
130452	Panagiota Tsinopoulou	GRE	ATH	2016	
65416	Valya Tsybulskaya	BLR	ATH	1996—2004	
105362	Rita Turova	BLR	ATH	2004—2008	
131009	Živilė Vaiciukevičiūtė	LTU	ATH	2016	
105384	Teresa Vaill	USA	ATH	2004	
122444	Brigita Virbalytė-Dimšienė	LTU	ATH	2012—2016	
105366	Yuliya Voyevodina	RUS	ATH	2004	
130892	Grace Wanjiru	KEN	ATH	2016	
116978	Kellie Wapshott	AUS	ATH	2008	
105381	Cheryl Webb	AUS	ATH	2004	
116971	Claire Woods-Tallent	AUS	ATH	2008—2012	
116968	Evangelia Xinou	GRE	ATH	2008	
124297	Olha Yakovenko	UKR	ATH	2012	
116982	Yang Mingxia	CHN	ATH	2008	
121216	Anastasiya Yatsevich	BLR	ATH	2012—2016	
56460	Yuan Yu Fang	MAS	ATH	2000—2008	
116973	Snezhana Yurchenko	BLR	ATH	2008	
105386	Sandra Zapata	COL	ATH	2004—2008	
116979	Despina Zapounidou	GRE	ATH	2008—2012	
105368	Sabine Zimmer-Krantz	GER	ATH	2004—2012	
89091	Vira Zozulia	UKR	ATH	2000—2008	
