ID	Name	Nation(s)	Sport(s)	Era	
120242	Curtis Moss	CAN	ATH	2012	
107088	Yukifumi Murakami	JPN	ATH	2004—2012	
107073	Matti Närhi	FIN	ATH	2004	
115425	Kolyo Neshev	BUL	ATH	2008	
107075	Christian Nicolay	GER	ATH	2004	
69347	Nick Nieland	GBR	ATH	1996—2004	
107080	Ronny Nilsen	NOR	ATH	2004	
132766	Júlio César Oliveira	BRA	ATH	2016	
115412	Csongor Olteán	HUN	ATH	2008	
115406	John Robert Oosthuizen	RSA	ATH	2008	
120139	Bartosz Osewski	POL	ATH	2012	
122552	Oleksandr P'iatnytsia	UKR	ATH	2012	
107092	Park Jae-Myeong	KOR	ATH	2004—2008	
132461	Hamish Peacock	AUS	ATH	2016	
107074	Hardus Pienaar	RSA	ATH	2004	
115423	Pablo Pietrobelli	ARG	ATH	2008	
107085	Tero Pitkämäki	FIN	ATH	2004—2016	
107093	Edi Ponoš	CRO	ATH	2004	
122520	Qin Qiang	CHN	ATH	2012	
88224	Ēriks Rags	LAT	ATH	2000—2008	
122121	Paweł Rakoczy	POL	ATH	2012	
135914	Sumeda Ranasinghe	SRI	ATH	2016	
132464	Josh Robinson	AUS	ATH	2016	
134129	Thomas Röhler	GER	ATH	2016	
135681	Rocco van Rooyen	RSA	ATH	2016	
115399	Scott Russell	CAN	ATH	2008	
120600	Antti Ruuskanen	FIN	ATH	2012—2016	
115411	Babur Shakirdzhanov	UZB	ATH	2008—2016	
123686	Zigismunds Sirmais	LAT	ATH	2012—2016	
115420	Giannis Smalios	GRE	ATH	2008	
115416	Leigh Smith	USA	ATH	2008	
115410	Stephan Steding	GER	ATH	2008	
135006	Rolands Štrobinders	LAT	ATH	2016	
107086	Andreas Thorkildsen	NOR	ATH	2004—2012	
123130	Braian Toledo	ARG	ATH	2010—2016	
125233	Jakub Vadlejch	CZE	ATH	2012—2016	
86831	Andrus Värnik	EST	ATH	2000—2004	
107083	Vadims Vasiļevskis	LAT	ATH	2004—2012	
115415	Vítězslav Veselý	CZE	ATH	2008—2016	
134116	Johannes Vetter	GER	ATH	2016	
115424	Alexander Vieweg	GER	ATH	2008	
79249	Sergey Voynov	UZB	ATH	1996—2004	
125971	Keshorn Walcott	TTO	ATH	2012—2016	
134118	Julian Weber	GER	ATH	2016	
115402	Teemu Wirkkala	FIN	ATH	2008	
127005	Julius Yego	KEN	ATH	2012—2016	
122110	Ivan Zaytsev	UZB	ATH	2012—2016	
66875	Jan Železný	CZE
TCH	ATH/IOC	1988—2012	
107077	Peter Zupanc	SLO	ATH	2004
