
ID	Name	Nation(s)	Sport(s)	Era	
114724	Dana Abdul Razak	IRQ	ATH	2008—2012	
104915	Fartun Abukar Omar	SOM	ATH	2004	
130988	Kariman Abuljadayel	KSA	ATH	2016	
114745	Jessica Aguilera	NCA	ATH	2008	
114750	Feta Ahamada	COM	ATH	2008—2012	
121105	Murielle Ahouré	CIV	ATH	2012—2016	
125959	Michelle-Lee Ahye	TTO	ATH	2012—2016	
129124	Shirin Akter	BAN	ATH	2016	
120065	Janice Alatoa	VAN	ATH	2012	
131333	Marzoon Al-Alawi	OMA	ATH	2014—2016	
114736	Fathia Ali Bouraleh	DJI	ATH	2008	
114739	Cora Alicto	GUM	ATH	2008	
66712	Liliana Allen	CUB MEX	ATH	1992—2004	
83434	Amandine Allou Affoué	CIV	ATH	2000—2008	
82636	Vida Anim	GHA	ATH	2000—2012	
86864	Christine Arron	FRA	ATH	2000—2008	
89033	Fana Ashby	TTO	ATH	2000—2004	
122001	Gloria Asumnu	NGR	ATH	2012—2016	
104923	Delphine Atangana	CMR	ATH	2004—2012	
114769	Charlene Attard	MLT	ATH	2008	
104889	Aleen Bailey	JAM	ATH	2004—2008	
114759	Jade Bailey	BAR	ATH	2008	
121249	Yuliya Balykina	BLR	ATH	2012	
104919	Hawanatu Bangura	SLE	ATH	2004	
107138	Kelly-Ann Baptiste	TTO	ATH	2004—2016	
120091	Lorène Bazolo	CGO POR	ATH	2012—2016	
120246	Maria Belimpasaki	GRE	ATH	2012—2016	
127139	Olga Belkina	RUS	ATH	2012	
107133	Virgen Benavides	CUB	ATH	2004—2008	
129414	Khamica Bingham	CAN	ATH	2016	
126483	Olga Bludova-Safronova	KAZ	ATH	2012—2016	
88179	Yelena Bobrovskaya	KGZ	ATH	2000—2004	
121541	Diane Borg	MLT	ATH	2012	
129531	Cecilia Bouele	CGO	ATH	2016	
132052	Tori Bowie	USA	ATH	2016	
123713	Melissa Breen	AUS	ATH	2012—2016	
88355	Lerma Bulauitan-Gabito	PHI	ATH	2000—2004	
114732	Bounkou Camara	MTN	ATH	2008	
88285	Kadiatou Camara	MLI	ATH	2000—2008	
87116	Veronica Campbell-Brown	JAM	ATH	2000—2016	
125266	Kateřina Čechová	CZE	ATH	2012	
130540	Dutee Chand	IND	ATH	2016	
120291	Chauzje Choosha	ZAM	ATH	2012	
107114	Timicka Clarke	BAH	ATH	2004—2008	
104917	Rosemar Coelho	BRA	ATH	2004—2008	
89110	LaTasha Colander-Richardson	USA	ATH	2000—2004	
120982	Saruba Colley	GAM	ATH	2012	
131529	Alyssa Conley	RSA	ATH	2016	
131086	Mariana Cress	MHL	ATH	2016	
120747	Fatima Suleiman Dahman	YEM	ATH	2012	
120674	Kaingaue David	KIR	ATH	2012	
77805	Gail Devers	USA	ATH	1988—2004	
75671	Damayanthi Dharsha	SRI	ATH	1992—2004	
88936	Aminata Diouf	SEN	ATH	2000—2004	
114747	Montell Douglas	GBR	ATH	2008	
104897	Winneth Dube	ZIM	ATH	2004	
89124	Torri Edwards	USA	ATH	2000—2008	
114717	Inna Eftimova	BUL	ATH	2008	
123967	Crystal Emmanuel	CAN	ATH	2012—2016	
104911	Basma Al-Eshosh	JOR	ATH	2004	
129371	Iman Essa	BRN	ATH	2016	
105293	Allyson Felix	USA	ATH	2004—2016	
115196	Sheniqua Ferguson	BAH	ATH	2008—2016	
64991	Debbie Ferguson-McKenzie	BAH	ATH	1996—2012	
114723	Sherry Fletcher	GRN	ATH	2008	
104901	Ngerak Florencio	PLW	ATH	2004	
120190	Fong Yee Pui	HKG	ATH	2012	
114740	Shelly-Ann Fraser-Pryce	JAM	ATH	2008—2016	
114738	Chisato Fukushima	JPN	ATH	2008—2016	
121004	Rubie Joy Gabriel	PLW	ATH	2010—2012	
129120	Tynia Gaither	BAH	ATH	2010—2016	
132029	English Gardner	USA	ATH	2016	
104896	Rakia Al-Gassra	BRN	ATH	2004—2008	
104916	Kim Gevaert	BEL	ATH	2004—2008	
120244	Hala Gezah	LBA	ATH	2012	
104924	Marine Ghazaryan	ARM	ATH	2004	
114730	Gharid Ghrouf	PLE	ATH	2008	
114733	Lina Grinčikaitė	LTU	ATH	2008—2012	
130328	Rebekka Haase	GER	ATH	2010—2016	
125140	Shinoona Al-Habsi	OMA	ATH	2010—2012	
114734	Semoy Hackett	TTO	ATH	2008—2016	
131818	Taina Halasima	TGA	ATH	2016	
114722	Tahesia Harrigan-Scott	IVB	ATH	2008—2016	
130203	Desiree Henry	GBR	ATH	2016	
130192	Lerissa Henry	FSM	ATH	2016	
64520	Lauren Hewitt	AUS	ATH	1996—2004	
114754	Yomara Hinestroza	COL	ATH	2008—2012	
114728	Virgil Hodge	SKN	ATH	2008	
131531	Carina Horn	RSA	ATH	2016	
89038	Ayanna Hutchinson	TTO	ATH	2000—2008	
114748	Franca Idoko	NGR	ATH	2008	
104898	Evangeleen Ikelap	FSM	ATH	2004	
114764	Maria Ikelap	FSM	ATH	2008	
121367	Afa Ismail	MDV	ATH	2012—2016	
107776	Halimat Ismaila	NGR	ATH	2004—2008	
104920	Alaa Jassim	IRQ	ATH	2004	
75673	Susanthika Jayasinghe	SRI	ATH	1996—2008	
115203	Marta Jeschke	POL	ATH	2008—2012	
126627	Carmelita Jeter	USA	ATH	2012	
104913	LaVerne Jones	ISV	ATH	2004—2016	
89142	Marion Jones	USA	ATH	2000—2004	
131676	Hafsatu Kamara	SLE	ATH	2016	
126373	Mujinga Kambundji	SUI	ATH	2012—2016	
104902	Aminata Kamissoko	MTN	ATH	2004	
125467	Nimet Karakuş	TUR	ATH	2012	
