id,name,sex,age,height,weight,team,noc,year,season,city,sport,event_x,medal,event_y,substance,flagged,result,result_100m_mens_london,result_100m_womens_rio,result_100m_womens_london,result_200m_mens_rio,result_200m_mens_london,result_200m_womens_rio,result_200m_womens_london,result_110h_mens_rio,result_110h_mens_london,result_100h_womens_rio,result_100h_womens_london,result_3000steep_mens_rio,result_3000steep_mens_london,result_3000steep_womens_rio,result_3000steep_womens_london,result_marathon_mens_rio,result_marathon_mens_london,result_marathon_womens_rio,result_marathon_womens_london,result_20km_mens_rio,result_20km_mens_london,result_20km_womens_rio,result_20km_womens_london,result_400m_mens_rio,result_400m_mens_london,result_400m_womens_rio,result_400m_womens_london,result_5000m_mens_rio,result_5000m_mens_london,result_5000m_womens_rio,result_5000m_womens_london,result_800m_mens_rio,result_800m_mens_london,result_800m_womens_rio,result_800m_womens_london,result_discus_mens_rio,result_discus_mens_london,result_discus_womens_rio,result_discus_womens_london
77950,tony mcquay,M,22.0,181.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.31,,,,,,,,,,,,,,
77950,tony mcquay,M,22.0,181.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.48,,,,,,,,,,,,,,
77950,tony mcquay,M,22.0,181.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77950,tony mcquay,M,26.0,181.0,72.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77983,hassan mead,M,25.0,188.0,66.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:09.81,,,,,,,,,,,
77983,hassan mead,M,25.0,188.0,66.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:34.27,,,,,,,,,,,
78013,adel mechaal,M,25.0,182.0,71.0,Spain,ESP,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78013,adel mechaal,M,25.0,182.0,71.0,Spain,ESP,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:34.42,,,,,,,,,,,
78045,teklemariam weldeslassie,M,23.0,184.0,65.0,Eritrea,ERI,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78113,kenneth medwood,M,24.0,178.0,75.0,Belize,BIZ,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78143,abdellatif meftah,M,30.0,173.0,59.0,France,FRA,2012,Summer,London,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78171,rehaset mehari,F,23.0,165.0,51.0,Eritrea,ERI,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,2:35:49,,,,,,,,,,,,,,,,,,,,
78259,sara meijer,F,23.0,172.0,60.0,Sweden,SWE,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78317,ben mit,M,25.0,180.0,75.0,Cote d'Ivoire,CIV,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78317,ben mit,M,25.0,180.0,75.0,Cote d'Ivoire,CIV,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78317,ben mit,M,29.0,180.0,75.0,Cote d'Ivoire,CIV,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,,,,,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78317,ben mit,M,29.0,180.0,75.0,Cote d'Ivoire,CIV,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,,,,,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78330,joel cruz,M,21.0,178.0,65.0,Dominican Republic,DOM,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78347,mahiedine benabbad,M,27.0,190.0,75.0,France,FRA,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,,,,,,,,,,,,,,,,8:11.52,8:19.08,,,,,,,,,,,,,,,,,,,,,,,,,,
78347,mahiedine benabbad,M,27.0,190.0,75.0,France,FRA,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,,,,,,,,,,,,,,,,8:11.52,8:16.23,,,,,,,,,,,,,,,,,,,,,,,,,,
78347,mahiedine benabbad,M,31.0,190.0,75.0,France,FRA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,,,,,,,,,,,,,,,,8:11.52,8:19.08,,,,,,,,,,,,,,,,,,,,,,,,,,
78347,mahiedine benabbad,M,31.0,190.0,75.0,France,FRA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,,,,,,,,,,,,,,,,8:11.52,8:16.23,,,,,,,,,,,,,,,,,,,,,,,,,,
78398,santa huiza,F,25.0,152.0,45.0,Peru,PER,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78398,santa huiza,F,29.0,152.0,45.0,Peru,PER,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78408,jos mayorga,M,19.0,170.0,65.0,Venezuela,VEN,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78432,luk melich,M,31.0,186.0,110.0,Czech Republic,CZE,2012,Summer,London,Athletics,Athletics Men's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78432,luk melich,M,35.0,186.0,110.0,Czech Republic,CZE,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78451,karin melis,F,29.0,171.0,55.0,Turkey,TUR,2012,Summer,London,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78451,karin melis,F,33.0,171.0,55.0,Turkey,TUR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78457,luis linares,M,32.0,176.0,75.0,Spain,ESP,2012,Summer,London,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78512,hanna kasianova,F,29.0,178.0,67.0,Ukraine,UKR,2012,Summer,London,Athletics,Athletics Women's Heptathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78512,hanna kasianova,F,33.0,178.0,67.0,Ukraine,UKR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78514,tetiana melnyk,F,21.0,185.0,63.0,Ukraine,UKR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78515,stanislav melnykov,M,25.0,183.0,72.0,Ukraine,UKR,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78531,miranda melville,F,27.0,157.0,50.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,1:35:48,,,,,,,,,,,,,,,,,
78557,reynier berenguer,M,19.0,174.0,79.0,Cuba,CUB,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78557,reynier berenguer,M,19.0,174.0,79.0,Cuba,CUB,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78565,kvin menaldo,M,24.0,176.0,66.0,France,FRA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78719,aleixo menga,M,28.0,182.0,82.0,Germany,GER,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78741,aleksandr menkov,M,21.0,178.0,74.0,Russia,RUS,2012,Summer,London,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78744,oksana menkova,F,30.0,186.0,85.0,Belarus,BLR,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78787,milie menuet,F,24.0,155.0,44.0,France,FRA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78879,aselefech mergia,F,27.0,168.0,50.0,Ethiopia,ETH,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,2:32:03,,,,,,,,,,,,,,,,,,,,
78917,brigitte pjaro,F,30.0,174.0,65.0,Colombia,COL,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78917,brigitte pjaro,F,34.0,174.0,65.0,Colombia,COL,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78944,khristoforos merousis,M,34.0,178.0,72.0,Greece,GRE,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78951,lee merrien,M,33.0,182.0,61.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,2:17:00,,,,,,,,,,,,,,,,,,,,,,
78954,christine merrill,F,24.0,167.0,57.0,Sri Lanka,SRI,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78962,aries merritt,M,27.0,188.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,Gold,,,,,,,,,,,,,12.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78962,aries merritt,M,27.0,188.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,Gold,,,,,,,,,,,,,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78962,aries merritt,M,27.0,188.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,Gold,,,,,,,,,,,,,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78964,lashawn merritt,M,26.0,191.0,86.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 400 metres,,Sprinting,Testosterone,1.0,,,,,,,,,,,,,,,,,,,,,,,,,43.85,,,,,,,,,,,,,,,
78964,lashawn merritt,M,30.0,191.0,86.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,Sprinting,Testosterone,1.0,,,,,20.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78964,lashawn merritt,M,30.0,191.0,86.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Bronze,Sprinting,Testosterone,1.0,,,,,,,,,,,,,,,,,,,,,,,,,43.85,,,,,,,,,,,,,,,
78964,lashawn merritt,M,30.0,191.0,86.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,Sprinting,Testosterone,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78998,abdel noureddine,M,20.0,175.0,67.0,Spain,ESP,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78998,abdel noureddine,M,24.0,175.0,67.0,Spain,ESP,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79015,amanuel tikue,M,21.0,177.0,59.0,Eritrea,ERI,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79015,amanuel tikue,M,25.0,177.0,59.0,Eritrea,ERI,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79016,nahom tariku,M,23.0,180.0,62.0,Ethiopia,ETH,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79025,kemal mei,M,26.0,196.0,120.0,Bosnia and Herzegovina,BIH,2012,Summer,London,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79025,kemal mei,M,30.0,196.0,120.0,Bosnia and Herzegovina,BIH,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79039,romain mesnil,M,35.0,188.0,79.0,France,FRA,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79126,joseph metu,M,24.0,189.0,76.0,Nigeria,NGR,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79150,daniele meucci,M,26.0,178.0,64.0,Italy,ITA,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28.71,,,,,,,,,,
79150,daniele meucci,M,26.0,178.0,64.0,Italy,ITA,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79150,daniele meucci,M,30.0,178.0,64.0,Italy,ITA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79284,freddy bolvar,M,28.0,170.0,68.0,Venezuela,VEN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79372,ukasz michalski,M,23.0,190.0,85.0,Poland,POL,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79447,maria coffey,F,26.0,166.0,49.0,United States,USA,2012,Summer,London,Athletics,Athletics Women's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,1:33:36,,,,,,,,,,,,,,,,,
79447,maria coffey,F,30.0,166.0,49.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,1:33:36,,,,,,,,,,,,,,,,,
79460,kimberley mickle,F,27.0,168.0,70.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79460,kimberley mickle,F,31.0,168.0,70.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79554,narcis mihil,M,28.0,183.0,73.0,Romania,ROU,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79570,maja mihalinec,F,26.0,175.0,65.0,Slovenia,SLO,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79571,filip mihaljevi,M,22.0,201.0,115.0,Croatia,CRO,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79575,malaika mihambo,F,22.0,170.0,55.0,Germany,GER,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79625,eduard mikhan,M,23.0,195.0,86.0,Belarus,BLR,2012,Summer,London,Athletics,Athletics Men's Decathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79658,elina mikhina,F,22.0,170.0,55.0,Kazakhstan,KAZ,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79660,andrey mikhnevich,M,36.0,202.0,140.0,Belarus,BLR,2012,Summer,London,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79671,irina mikitenko,F,39.0,162.0,47.0,Germany,GER,2012,Summer,London,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,2:26:44,,,,,,,,,,,,,,,,,,,,
79696,andrea mikls,F,17.0,165.0,51.0,Romania,ROU,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79757,philip milanov,M,25.0,198.0,110.0,Belgium,BEL,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.22,,,
79793,derek miles,M,39.0,191.0,88.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79925,nicholas miller,M,23.0,188.0,112.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79928,ramon miller,M,25.0,180.0,67.0,Bahamas,BAH,2012,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.11,,,,,,,,,,,,,,
79928,ramon miller,M,25.0,180.0,67.0,Bahamas,BAH,2012,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.57,,,,,,,,,,,,,,
79928,ramon miller,M,25.0,180.0,67.0,Bahamas,BAH,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79938,shaunae miller,F,18.0,185.0,69.0,Bahamas,BAH,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.44,,,,,,,,,,,,,
79938,shaunae miller,F,22.0,185.0,69.0,Bahamas,BAH,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.44,,,,,,,,,,,,,
79942,wanner moreno,M,25.0,190.0,78.0,Colombia,COL,2012,Summer,London,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79945,heather koch,F,29.0,175.0,64.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79957,ross millington,M,26.0,173.0,58.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80003,taylor milne,M,34.0,165.0,60.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80128,albert minczr,M,25.0,179.0,63.0,Hungary,HUN,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80160,glcan mngr,F,23.0,165.0,53.0,Turkey,TUR,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80204,jevaughn minzie,M,21.0,178.0,85.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80257,yesenia miranda,F,22.0,159.0,49.0,El Salvador,ESA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80264,militsa mircheva,F,22.0,165.0,50.0,Bulgaria,BUL,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,2:51:06,,,,,,,,,,,,,,,,,,,,,
80282,anastasiya ivanova,F,23.0,171.0,53.0,Belarus,BLR,2012,Summer,London,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80331,hanna mishchenko,F,28.0,166.0,51.0,Ukraine,UKR,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80412,kathryn mitchell,F,30.0,168.0,72.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80412,kathryn mitchell,F,34.0,168.0,72.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80414,kerri mitchell,F,29.0,165.0,56.0,Canada,CAN,2012,Summer,London,Athletics,Athletics Women's 100 metres,,,,,,,,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80419,manteo mitchell,M,25.0,185.0,79.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80421,maurice mitchell,M,22.0,180.0,74.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 200 metres,,,,,,,,,,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80421,maurice mitchell,M,22.0,180.0,74.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 200 metres,,,,,,,,,,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80424,morgan mitchell,F,21.0,177.0,63.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80424,morgan mitchell,F,21.0,177.0,63.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80440,victoria mitchell,F,34.0,164.0,47.0,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80442,nethaneel blake,M,22.0,187.0,86.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80486,biljana topi,F,34.0,180.0,65.0,Serbia,SRB,2012,Summer,London,Athletics,Athletics Women's Triple Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80776,sabrina mockenhaupt,F,31.0,155.0,45.0,Germany,GER,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80826,sondre moen,M,25.0,178.0,62.0,Norway,NOR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,2:14:17,,,,,,,,,,,,,,,,,,,,,,,
80853,ofense mogawane,M,30.0,188.0,69.0,South Africa,RSA,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80867,sosthene moguenara,F,22.0,180.0,65.0,Germany,GER,2012,Summer,London,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80867,sosthene moguenara,F,26.0,180.0,65.0,Germany,GER,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80906,hamada ahmad,M,19.0,175.0,65.0,Egypt,EGY,2012,Summer,London,Athletics,Athletics Men's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80906,hamada ahmad,M,23.0,175.0,65.0,Egypt,EGY,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80909,kadra dembil,F,19.0,155.0,55.0,Djibouti,DJI,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
