id,name,sex,age,height,weight,team,noc,year,season,city,sport,event_x,medal,event_y,substance,flagged,result,result_100m_mens_london,result_100m_womens_rio,result_100m_womens_london,result_200m_mens_rio,result_200m_mens_london,result_200m_womens_rio,result_200m_womens_london,result_110h_mens_rio,result_110h_mens_london,result_100h_womens_rio,result_100h_womens_london,result_3000steep_mens_rio,result_3000steep_mens_london,result_3000steep_womens_rio,result_3000steep_womens_london,result_marathon_mens_rio,result_marathon_mens_london,result_marathon_womens_rio,result_marathon_womens_london,result_20km_mens_rio,result_20km_mens_london,result_20km_womens_rio,result_20km_womens_london,result_400m_mens_rio,result_400m_mens_london,result_400m_womens_rio,result_400m_womens_london,result_5000m_mens_rio,result_5000m_mens_london,result_5000m_womens_rio,result_5000m_womens_london,result_800m_mens_rio,result_800m_mens_london,result_800m_womens_rio,result_800m_womens_london,result_discus_mens_rio,result_discus_mens_london,result_discus_womens_rio,result_discus_womens_london
19631,dwain chambers,M,34.0,180.0,83.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19631,dwain chambers,M,34.0,180.0,83.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19631,dwain chambers,M,34.0,180.0,83.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19692,chan tai,M,21.0,175.0,66.0,Hong Kong,HKG,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19700,chan seyha,F,17.0,165.0,60.0,Cambodia,CAM,2012,Summer,London,Athletics,Athletics Women's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19717,dutee chand,F,20.0,160.0,50.0,India,IND,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19749,chang che,M,29.0,173.0,56.0,Chinese Taipei,TPE,2012,Summer,London,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19770,chang huang,M,29.0,194.0,130.0,Chinese Taipei,TPE,2012,Summer,London,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19795,hassan chani,M,28.0,170.0,60.0,Bahrain,BRN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19889,afia charles,F,20.0,170.0,57.0,Antigua and Barbuda,ANT,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.25,,,,,,,,,,,,
19896,lus charles,M,17.0,183.0,65.0,Dominican Republic,DOM,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19964,chanice taylor,F,22.0,173.0,61.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20039,arturo korfiatis,M,26.0,190.0,76.0,Peru,PER,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,rika quintero,F,22.0,170.0,56.0,Ecuador,ECU,2012,Summer,London,Athletics,Athletics Women's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057,viviana chvez,F,29.0,164.0,52.0,Argentina,ARG,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,nikolay chavkin,M,28.0,189.0,74.0,Russia,RUS,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,8:29.72,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,winny chebet,F,25.0,152.0,48.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:01.90,,,,,
20126,juliet chekwel,F,26.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20126,juliet chekwel,F,26.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,paul chelimo,M,25.0,175.0,57.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03.90,,,,,,,,,,,
20133,paul chelimo,M,25.0,175.0,57.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:19.54,,,,,,,,,,,
20135,rose chelimo,F,27.0,,,Bahrain,BRN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,2:27:36,,,,,,,,,,,,,,,,,,,,,
20147,lonah chemtai,F,27.0,165.0,52.0,Israel,ISR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,antony chemut,M,19.0,161.0,68.0,Kenya,KEN,2012,Summer,London,Athletics,Athletics Men's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,peruth chemutai,F,17.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162,chen chieh,M,20.0,182.0,73.0,Chinese Taipei,TPE,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162,chen chieh,M,24.0,182.0,73.0,Chinese Taipei,TPE,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20182,chen ding,M,19.0,175.0,62.0,China,CHN,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20182,chen ding,M,23.0,175.0,62.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307,chen yang,F,25.0,180.0,97.0,China,CHN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20322,chen hsuan,F,23.0,157.0,50.0,Chinese Taipei,TPE,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20381,cheng wen,M,23.0,188.0,76.0,China,CHN,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20411,joyce chepkirui,F,23.0,152.0,48.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20413,beatrice sitonik,F,25.0,170.0,54.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20414,nancy chepkwemoi,F,22.0,,47.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20417,nixon chepseba,M,21.0,185.0,66.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20418,joshua cheptegei,M,19.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:09.17,,,,,,,,,,,
20418,joshua cheptegei,M,19.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:25.70,,,,,,,,,,,
20418,joshua cheptegei,M,19.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20486,tatyana chernova,F,24.0,189.0,63.0,Russia,RUS,2012,Summer,London,Athletics,Athletics Women's Heptathlon,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502,abraham cheroben,M,23.0,176.0,60.0,Bahrain,BRN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503,janet bawcom,F,33.0,170.0,52.0,United States,USA,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505,mercy koech,F,25.0,,51.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20525,vivian cheruiyot,F,28.0,153.0,40.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:26.17,15:04.73,,,,,,,,
20525,vivian cheruiyot,F,28.0,153.0,40.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:26.17,15:01.54,,,,,,,,
20525,vivian cheruiyot,F,28.0,153.0,40.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20525,vivian cheruiyot,F,32.0,153.0,40.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:26.17,15:04.73,,,,,,,,
20525,vivian cheruiyot,F,32.0,153.0,40.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:26.17,15:01.54,,,,,,,,
20525,vivian cheruiyot,F,32.0,153.0,40.0,Kenya,KEN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,nelson cherutich,M,23.0,170.0,60.0,Bahrain,BRN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20536,stella chesang,F,19.0,,,Uganda,UGA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20537,silvano chesani,M,28.0,190.0,75.0,Italy,ITA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,High jump,Formoterol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603,milcah cheywa,F,26.0,162.0,48.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,9:09.88,,,,,,,,,,,,,,,,,,,,,,,,
20603,milcah cheywa,F,26.0,162.0,48.0,Kenya,KEN,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,,9:27.09,,,,,,,,,,,,,,,,,,,,,,,,
20647,germn ermcora,M,29.0,195.0,84.0,Argentina,ARG,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20671,anna chicherova,F,30.0,180.0,57.0,Russia,RUS,2012,Summer,London,Athletics,Athletics Women's High Jump,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20693,james chiengjiek,M,24.0,179.0,59.0,Refugee Olympic Athletes,ROT,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706,maria chigbolu,F,27.0,172.0,55.0,Italy,ITA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706,maria chigbolu,F,27.0,172.0,55.0,Italy,ITA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20717,pavel camayo,M,30.0,170.0,70.0,Peru,PER,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20742,eilidh doyle,F,25.0,170.0,60.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20742,eilidh doyle,F,25.0,170.0,60.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20742,eilidh doyle,F,29.0,170.0,60.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20742,eilidh doyle,F,29.0,170.0,60.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20758,gayane chiloyan,F,15.0,164.0,54.0,Armenia,ARM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20812,jordan chipangama,M,27.0,173.0,53.0,Zambia,ZAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,2:24:58,,,,,,,,,,,,,,,,,,,,,,,
20864,kefasi chitsala,M,22.0,170.0,63.0,Malawi,MAW,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52.89,,,,,,,,,,,
20945,cristian len,M,28.0,170.0,66.0,Ecuador,ECU,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20945,cristian len,M,32.0,170.0,66.0,Ecuador,ECU,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20945,cristian len,M,32.0,170.0,66.0,Ecuador,ECU,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20956,choe kwang,M,25.0,185.0,73.0,South Korea,KOR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21092,choi hui,F,26.0,172.0,62.0,South Korea,KOR,2012,Summer,London,Athletics,Athletics Women's Pole Vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21122,dimitrios chondrokoukis,M,28.0,194.0,74.0,Cyprus,CYP,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,High jump,Stanozolol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21140,chauness choosha,F,19.0,,,Zambia,ZAM,2012,Summer,London,Athletics,Athletics Women's 100 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21169,rachid chouhal,M,37.0,178.0,80.0,Malta,MLT,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21249,kim christensen,M,28.0,186.0,125.0,Denmark,DEN,2012,Summer,London,Athletics,Athletics Men's Shot Put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21274,brendan christian,M,28.0,175.0,70.0,Antigua and Barbuda,ANT,2012,Summer,London,Athletics,Athletics Men's 200 metres,,,,,,,,,,20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21274,brendan christian,M,28.0,175.0,70.0,Antigua and Barbuda,ANT,2012,Summer,London,Athletics,Athletics Men's 200 metres,,,,,,,,,,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21443,yelena churakova,F,25.0,174.0,56.0,Russia,RUS,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21460,andrey churilo,M,19.0,189.0,74.0,Belarus,BLR,2012,Summer,London,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21460,andrey churilo,M,23.0,189.0,74.0,Belarus,BLR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21466,marcos chuva,M,22.0,182.0,75.0,Portugal,POR,2012,Summer,London,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21527,angelika cichocka,F,28.0,170.0,56.0,Poland,POL,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:01.29,,,,,
21527,angelika cichocka,F,28.0,170.0,56.0,Poland,POL,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21546,javier pinilla,M,22.0,187.0,110.0,Spain,ESP,2012,Summer,London,Athletics,Athletics Men's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21546,javier pinilla,M,26.0,187.0,110.0,Spain,ESP,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21676,elena crlan,F,35.0,164.0,47.0,Romania,ROU,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21689,omar bonora,M,22.0,180.0,67.0,Cuba,CUB,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21689,omar bonora,M,22.0,180.0,67.0,Cuba,CUB,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21822,milly clark,F,27.0,,,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,,,,,,,,,,,,,,,,,,,,,,2:30:53,,,,,,,,,,,,,,,,,,,,,
21844,allistar clarke,M,25.0,187.0,71.0,Saint Kitts and Nevis,SKN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21869,kendra clarke,F,19.0,167.0,56.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21872,lanece clarke,F,28.0,170.0,52.0,Bahamas,BAH,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21873,charles clarke,M,22.0,187.0,77.0,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21873,charles clarke,M,26.0,187.0,77.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21944,grace claxton,F,22.0,,,Puerto Rico,PUR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21954,william claye,M,21.0,181.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's Long Jump,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21954,william claye,M,21.0,181.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's Triple Jump,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21954,william claye,M,25.0,181.0,72.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21990,kerron clement,M,26.0,188.0,86.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21990,kerron clement,M,30.0,188.0,86.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22002,kyle clemons,M,25.0,180.0,74.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22069,mick clohisey,M,30.0,180.0,64.0,Ireland,IRL,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22135,guilherme cobbo,M,25.0,180.0,65.0,Brazil,BRA,2012,Summer,London,Athletics,Athletics Men's High Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22143,emma coburn,F,21.0,173.0,54.0,United States,USA,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,9:07.63,9:23.54,,,,,,,,,,,,,,,,,,,,,,,,
22143,emma coburn,F,21.0,173.0,54.0,United States,USA,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",,,,,,,,,,,,,,,,,,,9:07.63,9:27.51,,,,,,,,,,,,,,,,,,,,,,,,
22143,emma coburn,F,25.0,173.0,54.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,,,,,,,,,,,,,,,,,,9:07.63,9:23.54,,,,,,,,,,,,,,,,,,,,,,,,
22143,emma coburn,F,25.0,173.0,54.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,,,,,,,,,,,,,,,,,,9:07.63,9:27.51,,,,,,,,,,,,,,,,,,,,,,,,
22170,marius cocioran,M,29.0,173.0,64.0,Romania,ROU,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22170,marius cocioran,M,33.0,173.0,64.0,Romania,ROU,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22203,giovanni codrington,M,24.0,177.0,84.0,Netherlands,NED,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22203,giovanni codrington,M,28.0,177.0,84.0,Netherlands,NED,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22227,willem coertzen,M,29.0,186.0,79.0,South Africa,RSA,2012,Summer,London,Athletics,Athletics Men's Decathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22227,willem coertzen,M,33.0,186.0,79.0,South Africa,RSA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22280,louis coiffic,M,27.0,168.0,73.0,Mauritius,MRI,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22280,louis coiffic,M,27.0,168.0,73.0,Mauritius,MRI,2012,Summer,London,Athletics,Athletics Men's 100 metres,,,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22294,olesea cojuhari,F,22.0,170.0,58.0,Moldova,MDA,2012,Summer,London,Athletics,Athletics Women's 400 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.64,,,,,,,,,,,,
22323,brendan cole,M,31.0,187.0,78.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22323,brendan cole,M,31.0,187.0,78.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
